1.24 0.875 -0.205 -0.078 0.067
0.268 1.3519999999999999 1.035 -0.332 0.217
1.567 0.867 1.3 1.041 0.5589999999999999
0.27899999999999997 0.99 2.555 -0.738 0.0
0.307 1.272 2.656 -0.946 -0.467
0.96 0.7120000000000001 -0.14300000000000002 0.091 -0.061
2.9410000000000003 0.657 1.493 -0.331 -0.12300000000000001
0.401 1.159 2.064 -0.69 -0.308
0.22899999999999998 1.7480000000000002 0.634 0.259 0.0
0.303 0.609 0.474 1.4269999999999998 -0.8109999999999999
0.318 0.8109999999999999 0.818 0.821 0.86
0.655 1.054 1.3719999999999999 -0.7240000000000001 1.77
0.105 0.5760000000000001 0.342 0.83 0.0
0.541 2.145 -0.562 -0.228 -0.141
1.4040000000000001 1.531 0.47600000000000003 1.601 -0.424
0.532 1.963 -0.355 0.191 -0.122
0.10800000000000001 0.46399999999999997 1.3019999999999998 1.08 -0.349
0.807 2.227 -0.556 -0.225 0.161
1.0390000000000001 2.271 1.699 -0.369 -0.168
0.316 1.36 1.986 -0.624 0.49700000000000005
0.136 0.736 1.847 1.073 -0.424
0.5329999999999999 2.5810000000000004 -0.595 -0.22699999999999998 -0.12300000000000001
0.151 0.642 1.454 1.281 -0.716
0.5329999999999999 2.1390000000000002 0.629 0.24100000000000002 -0.1
0.6 1.405 2.477 -0.701 -0.272
0.6990000000000001 2.295 0.67 0.40299999999999997 -0.391
0.619 2.238 -0.41700000000000004 -0.184 -0.125
0.111 0.299 0.40399999999999997 0.6940000000000001 0.0
0.648 2.479 1.064 -0.317 0.0
1.669 2.226 0.545 0.22899999999999998 -0.139
0.41600000000000004 1.689 0.7559999999999999 -0.252 -0.145
0.06 0.225 0.11900000000000001 0.264 0.912
0.49200000000000005 2.6039999999999996 -0.594 0.313 -0.147
0.747 1.0290000000000001 1.3459999999999999 -0.998 1.722
1.3119999999999998 2.591 0.8740000000000001 0.534 -0.175
0.121 0.311 0.588 1.9780000000000002 -0.652
0.626 2.3169999999999997 0.7659999999999999 0.41100000000000003 -0.305
2.8810000000000002 0.8959999999999999 0.495 0.475 -0.113
0.96 1.09 0.513 1.114 0.7290000000000001
0.48 1.5019999999999998 2.495 -0.6920000000000001 0.402
3.386 -0.301 0.136 -0.078 -0.055
1.089 1.423 -0.387 -0.12300000000000001 0.09
0.27 0.9590000000000001 1.6869999999999998 1.705 0.0
2.571 -0.235 0.201 0.13699999999999998 -0.133
0.912 2.285 -0.449 -0.159 -0.099
0.531 2.105 -0.397 -0.201 -0.10300000000000001
0.125 0.5479999999999999 0.795 0.836 0.0
0.8740000000000001 3.03 -0.496 0.243 0.48
0.36200000000000004 0.688 1.5130000000000001 0.6990000000000001 0.52
0.466 2.279 1.825 0.778 -0.253
0.155 0.514 0.49 -0.625 0.0
0.311 1.493 0.423 0.304 -0.113
1.712 1.764 0.375 0.511 0.589
1.055 1.185 0.293 0.182 -0.141
0.5770000000000001 3.3480000000000003 -0.621 -0.245 0.0
0.266 0.711 1.002 1.138 0.536
0.273 2.0180000000000002 1.768 0.6970000000000001 0.0
