iris & 0.9741 & 0.9200 & 0.9611 & 0.8800 & 0.9673 & 0.2614 \\
cleveland & 0.7426 & 0.5886 & 0.5728 & 0.3320 & 0.9189 & 0.9653 \\
led7digit & 0.7782 & 0.7480 & 0.7530 & 0.7191 & 0.9708 & 1.4491 \\
pima & 0.8345 & 0.7023 & 0.6241 & 0.3260 & 0.9490 & 6.9891 \\
wdbc & 0.9793 & 0.9546 & 0.9552 & 0.9030 & 0.9821 & 3.8590 \\
monk2 & 0.9558 & 0.9233 & 0.9114 & 0.8463 & 0.9718 & 2.7427 \\
wisconsin & 0.9785 & 0.9665 & 0.9528 & 0.9262 & 0.9927 & 8.5964 \\
wine & 0.9876 & 0.9489 & 0.9811 & 0.9221 & 0.9657 & 0.3832 \\
glass & 0.8256 & 0.6903 & 0.7478 & 0.5461 & 0.9164 & 0.4121 \\
banknote & 0.9981 & 0.9927 & 0.9961 & 0.9852 & 0.9885 & 12.1268 \\
appendicitis & 0.9665 & 0.9175 & 0.8359 & 0.5183 & 0.9802 & 0.3499 \\
balance & 0.8932 & 0.8627 & 0.7995 & 0.7423 & 0.9723 & 3.7977 \\
bands & 0.8143 & 0.6457 & 0.5849 & 0.2262 & 0.9271 & 1.5688 \\
contraceptive & 0.6525 & 0.4936 & 0.4589 & 0.2119 & 0.9182 & 29.9721 \\
dermatology & 0.9767 & 0.9260 & 0.9702 & 0.9054 & 0.9670 & 1.5526 \\
ecoli & 0.8856 & 0.8072 & 0.8347 & 0.7188 & 0.9342 & 1.1927 \\
haberman & 0.8032 & 0.7283 & 0.3933 & 0.2118 & 0.9742 & 1.5164 \\
hayes-roth & 0.8069 & 0.6688 & 0.6974 & 0.4788 & 0.8844 & 0.2362 \\
heart & 0.8798 & 0.8259 & 0.7551 & 0.6425 & 0.9656 & 0.8167 \\
hepatitis & 0.9153 & 0.8875 & 0.6817 & 0.5556 & 0.9738 & 0.1274 \\
mammographic & 0.8499 & 0.8012 & 0.6996 & 0.6020 & 0.9782 & 10.5598 \\
newthyroid & 0.9773 & 0.9628 & 0.9471 & 0.9100 & 0.9744 & 0.9485 \\
tae & 0.7395 & 0.5567 & 0.6065 & 0.3210 & 0.8788 & 0.2661 \\
vehicle & 0.8216 & 0.6482 & 0.7622 & 0.5308 & 0.9051 & 8.2951 \\
vowel & 0.9851 & 0.9242 & 0.9836 & 0.9167 & 0.8381 & 9.1675 \\
yeast & 0.6930 & 0.5576 & 0.5964 & 0.4175 & 0.9369 & 37.3473 \\
 & 0.8736 & 0.7942 & 0.7716 & 0.6268 & 0.9474 & 5.5961 \\
 &  &  &  &  &  &  \\
banana & 0.8828 & 0.8751 & 0.7728 & 0.7470 & 0.9516 & 18.3825 \\
cardiotocography & 0.8543 & 0.8578 & 0.5909 & 0.5811 & 0.9899 & 2.9532 \\
eye-state & 0.7765 & 0.7584 & 0.5581 & 0.5113 & 0.9334 & 314.6240 \\
page-blocks & 0.9353 & 0.9424 & 0.6634 & 0.6540 & 0.9962 & 20.1270 \\
penbased & 0.9687 & 0.9751 & 0.9663 & 0.9723 & 0.9754 & 103.8270 \\
satimage & 0.8637 & 0.8628 & 0.8339 & 0.8303 & 0.9808 & 33.3027 \\
thyroid & 0.9329 & 0.9419 & 0.3756 & 0.3770 & 0.9969 & 29.5335 \\
segment & 0.2306 & 0.1437 & 0.1041 & 0.0010 & 0.9178 & 3.7915 \\
coil2000 & 0.9212 & 0.9281 & 0.0616 & 0.0345 & 0.9977 & 81.3723 \\
magic & 0.8246 & 0.8172 & 0.6176 & 0.5883 & 0.9633 & 408.7460 \\
marketing & 0.3801 & 0.2915 & 0.2915 & 0.1881 & 0.8971 & 36.9086 \\
phoneme & 0.7936 & 0.7868 & 0.5115 & 0.4801 & 0.9845 & 20.0665 \\
ring & 0.7960 & 0.7976 & 0.6011 & 0.5941 & 0.9922 & 52.3051 \\
spambase & 0.8730 & 0.8718 & 0.7446 & 0.7316 & 0.9679 & 17.5936 \\
texture & 0.9634 & 0.9642 & 0.9607 & 0.9606 & 0.8504 & 87.0645 \\
titanic & 0.7758 & 0.7837 & 0.4488 & 0.4537 & 0.9898 & 3.3379 \\
twonorm & 0.9468 & 0.9527 & 0.9036 & 0.9054 & 0.9906 & 35.7473 \\
 & 0.8070 & 0.7971 & 0.5886 & 0.8070 & 0.9633 & 74.6872 \\
 &  &  &  &  &  &  \\
credit-card & 0.7724 & 0.7857 & 0.2868 & 0.2864 & 0.9964 & 102.9950 \\
shuttle & 0.9769 & 0.9968 & 0.9716 & 0.9908 & 0.9974 & 487.6720 \\
 & 0.8746 & 0.8912 & 0.6292 & 0.6386 & 0.9969 & 295.3335 \\
